time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
1.0609000027179718	0.0	0.0	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
77.21889999508858	0.0	0.0	0.0	0.0	0.0	0.0	600.0	325.0	1	1	0	1	0	1	0	1	0	0
112.72609999775887	0.0	0.0	0.0	0.0	29.395041229350948	15.922313999231767	1	1	0	1	0	1	0	1	0	0
146.7470999956131	0.0	0.0	0.0	0.0	212.2691004957212	114.9790961018489	1	1	0	1	0	1	0	1	0	0
181.02650000154972	0.0	0.0	0.0	0.0	686.1251051812933	371.6510986398663	1	1	0	1	0	1	0	1	0	0
215.22689999639988	0.0	0.0	0.0	0.0	891.7223302583602	483.01626222327593	1	1	0	1	0	1	0	1	0	0
249.28569999337196	0.0	0.0	0.0	0.0	1006.7722210372052	545.3349530618195	1	1	0	1	0	1	0	1	0	0
283.5054000020027	0.0	0.0	0.0	0.0	1078.4458268309465	584.1581562000997	1	1	0	1	0	1	0	1	0	0
317.10709999501705	0.0	0.0	0.0	0.0	1124.2123944253535	608.9483803137375	1	1	0	1	0	1	0	1	0	0
351.37909999489784	0.0	0.0	0.0	0.0	1152.8293911389019	624.4492535335789	1	1	0	1	0	1	0	1	0	0
385.35279999673367	0.0	0.0	0.0	0.0	1170.5913033940483	634.0702893384463	1	1	0	1	0	1	0	1	0	0
419.33640000224113	0.0	0.0	0.0	0.0	1181.6549358415364	640.0630902475013	1	1	0	1	0	1	0	1	0	0
453.3690000027418	0.0	0.0	0.0	0.0	1188.5597754792327	643.8032117179225	1	1	0	1	0	1	0	1	0	0
488.3374000042677	0.0	0.0	0.0	0.0	1193.9059511521612	646.6990568740966	1	1	0	1	0	1	0	1	0	0
522.1523000001907	0.0	0.0	0.0	0.0	1196.1999897997387	647.9416611415379	1	1	0	1	0	1	0	1	0	0
556.8061999976635	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
590.7487999945879	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
624.7145999968052	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
658.7891000062227	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
692.8596999943256	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
727.103100001812	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
761.973199993372	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
796.5705000013113	0.0	0.0	0.0	0.0	1196.753511225304	648.2414852470522	1	1	0	1	0	1	0	1	0	0
830.5698000043631	0.0	0.0	0.0	0.0	1197.9755840410708	648.9034413555878	1	1	0	1	0	1	0	1	0	0
865.5808999985456	0.0	0.0	0.0	0.0	1198.737646345145	649.3162251036235	1	1	0	1	0	1	0	1	0	0
900.1423999965191	0.0	0.0	0.0	0.0	1199.212842799227	649.5736231829142	1	1	0	1	0	1	0	1	0	0
934.9581999927759	0.0	0.0	0.0	0.0	1199.5091568094956	649.7341266051349	1	1	0	1	0	1	0	1	0	0
969.1176999956369	0.0	0.0	0.0	0.0	1199.738512157297	649.8583607518616	1	1	0	1	0	1	0	1	0	0
1003.2380000054836	0.0	0.0	0.0	0.0	1199.8369454656843	649.9116787939149	1	1	0	1	0	1	0	1	0	0
1037.900600001216	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1071.88030000031	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1106.9798000007868	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1140.47650000453	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1174.7504999935627	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1209.5107000023127	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1243.5884999930859	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1277.7099000066519	0.0	0.0	0.0	0.0	1199.8809889984004	649.9355357074746	1	1	0	1	0	1	0	1	0	0
1311.5719999969006	0.29412198066711426	0.6971520781517029	0.7772952318191528	0.6986881494522095	1170.5180944648293	649.9529485010229	1	1	0	1	0	1	0	1	0	0
1346.4152999967337	0.29412198066711426	0.6971520781517029	0.7772952318191528	0.6986881494522095	731.3819635376983	649.9749341764192	1	1	0	1	0	1	0	1	0	0
